,onstreaminject_HRS,BORE_WI_VOL,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P in percentage,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
2011-03-14,7.19,1565,0.0,0.0,0.0,75.692,0.435,15.447000000000001,75.692,21.516,67.426,0.0,0.0,0.0
2011-03-15,24.0,6143,24.0,0.0,0.0,38.674,11.725,71.67941,38.674,88.617,7.263,1143.0,165788.0,4020.0
2011-03-16,24.0,6363,24.0,0.0,0.0,41.849,14.968,59.187169999999995,41.849,89.15299999999999,10.482000000000001,1055.0,155469.0,3661.0
2011-03-17,4.31,1051,4.31,0.0,0.0,46.144,14.967,10.082410000000001,46.144,87.555,14.026,0.0,0.0,0.0
2011-03-18,1.03,195,14.155,0.0,0.0,42.2875,12.6305,39.12592,42.2875,87.9745,10.48,548.0,80911.5,1934.0
2011-03-19,24.0,6010,24.0,0.0,0.0,38.431,10.294,68.16943,38.431,88.39399999999999,6.934,1096.0,161823.0,3868.0
2011-03-20,24.0,5903,24.0,0.0,0.0,41.504,15.308,58.553909999999995,41.504,90.677,9.922,1057.0,155569.0,3588.0
2011-03-21,21.14,5170,21.14,0.0,0.0,40.915,16.122,54.91275,40.915,90.35600000000001,9.34,972.0,135225.0,3060.0
2011-03-22,16.53,3688,16.73,0.0,0.0,40.769,11.397,42.67975,40.769,84.8,9.581,607.0,91751.0,2313.0
2011-03-23,24.0,6335,24.0,0.0,0.0,39.736,16.532,65.86919,39.736,90.77799999999999,8.117,1119.0,165114.0,3894.0
2011-03-24,24.0,6443,24.0,0.0,0.0,40.037,16.86,64.65432,40.037,90.74799999999999,8.392999999999999,1101.0,162989.0,3864.0
2011-03-25,24.0,6478,24.0,0.0,0.0,40.247,16.933,62.800169999999994,40.247,90.553,8.655,1076.0,159688.0,3839.0
2011-03-26,24.0,6159,24.0,0.0,0.0,40.234,16.921,64.13972,40.234,90.14,8.63,1077.0,159664.0,3876.0
2011-03-27,24.0,5857,24.0,0.0,0.0,40.148,16.721,64.17090999999999,40.148,90.09100000000001,8.536,1070.0,158528.0,3875.0
2011-03-28,18.48,4316,17.98,0.0,0.0,40.437,16.538,48.50019,40.437,89.647,8.874,780.0,107141.0,2623.0
2011-03-29,0.0,1,8.99,0.0,0.0,60.216,8.269,24.41362,60.216,50.5235,35.5865,390.0,53574.0,1316.5
2011-03-30,0.0,0,0.0,0.0,0.0,79.995,0.0,0.32705,79.995,11.4,62.299,0.0,7.0,10.0
2011-03-31,19.44,4567,17.0,0.0,0.0,38.688,6.153,49.956379999999996,38.688,77.622,8.315,560.0,84900.0,2360.0
2011-04-01,10.48,2761,10.48,0.0,0.0,38.001999999999995,13.475,35.85325,38.001999999999995,88.65700000000001,6.812,484.0,61280.0,1499.0
2011-04-02,2.53,461,0.0,0.0,0.0,81.38,0.039,5.28331,81.38,13.318,55.573,0.0,0.0,0.0
2011-04-03,24.0,5854,24.0,0.0,0.0,38.02,10.931,68.99412,38.02,89.223,6.78,1047.0,158379.0,3952.0
2011-04-04,24.0,6034,24.0,0.0,0.0,38.996,15.309000000000001,70.01692,38.996,89.617,7.69,1084.0,161628.0,4001.0
2011-04-05,24.0,6086,24.0,0.0,0.0,39.231,15.853,69.31293000000001,39.231,88.631,7.907,1073.0,159519.0,3998.0
2011-04-06,24.0,5845,23.39,0.0,0.0,40.009,15.977,65.71291,40.009,88.49600000000001,8.726,1019.0,150530.0,3758.0
2011-04-07,11.23,0,21.67,0.0,0.0,41.71658333,14.647,60.681427500000005,41.71658333,84.96008333,10.45483333,940.4166667000002,138931.75,3466.583333
2011-04-08,0.0,0,19.95,0.0,0.0,43.42416667,13.317,55.649944999999995,43.42416667,81.42416667,12.18366667,861.8333332999998,127333.5,3175.166667
2011-04-09,0.0,0,18.23,0.0,0.0,45.13175,11.987,50.6184625,45.13175,77.88825,13.9125,783.25,115735.25,2883.75
2011-04-10,0.0,0,16.51,0.0,0.0,46.83933333,10.657,45.58698,46.83933333,74.35233333,15.64133333,704.6666667000001,104137.0,2592.333333
2011-04-11,0.0,0,14.79,0.0,0.0,48.54691667,9.327,40.555497499999994,48.54691667,70.81641667,17.37016667,626.0833332999999,92538.75,2300.916667
2011-04-12,0.0,0,13.07,0.0,0.0,50.2545,7.997000000000001,35.524015000000006,50.2545,67.2805,19.099,547.5,80940.5,2009.5
2011-04-13,0.0,0,11.35,0.0,0.0,51.96208333,6.667000000000001,30.492532500000003,51.96208333,63.74458333,20.82783333,468.91666669999995,69342.25,1718.0833329999998
2011-04-14,0.0,0,9.63,0.0,0.0,53.66966667,5.337000000000001,25.46105,53.66966667,60.20866667,22.55666667,390.3333333,57744.0,1426.666667
2011-04-15,0.0,0,7.91,0.0,0.0,55.37725,4.007,20.429567499999997,55.37725,56.67275,24.2855,311.75,46145.75,1135.25
2011-04-16,0.0,0,6.19,0.0,0.0,57.08483333,2.677,15.398085,57.08483333,53.13683333,26.01433333,233.16666669999998,34547.5,843.8333332999998
2011-04-17,0.0,0,4.47,0.0,0.0,58.79241667,1.347,10.366602499999999,58.79241667,49.60091667,27.74316667,154.58333330000002,22949.25,552.4166667000001
2011-04-18,4.19,755,2.75,0.0,0.0,60.5,0.017,5.33512,60.5,46.065,29.471999999999998,76.0,11351.0,261.0
2011-04-19,24.0,5468,24.0,0.0,0.0,37.464,5.98,71.03925,37.464,86.98299999999999,6.002999999999999,1183.0,172799.0,3854.0
2011-04-20,24.0,6786,24.0,0.0,0.0,39.592,11.509,67.15653,39.592,88.48899999999999,8.022,1176.0,172763.0,3833.0
2011-04-21,24.0,4843,24.0,0.0,0.0,41.184,13.11,61.30555,41.184,88.965,9.575,1104.0,162728.0,3744.0
2011-04-22,24.0,3715,24.0,0.0,0.0,40.951,13.917,62.39624,40.951,88.949,9.33,1128.0,166047.0,4047.0
2011-04-23,13.5,3622,24.0,0.0,0.0,40.702,14.572000000000001,62.8485,40.702,89.51,9.056000000000001,1145.0,168235.0,3942.0
2011-04-24,24.0,7226,24.0,0.0,0.0,40.555,15.02,62.894709999999996,40.555,90.194,8.914,1134.0,167612.0,3743.0
2011-04-25,13.01,3748,13.18,0.0,0.0,41.541000000000004,14.902999999999999,34.16807,41.541000000000004,89.36399999999999,9.984,492.0,69209.0,1679.0
2011-04-26,17.49,4446,18.0,0.0,0.0,39.582,11.383,45.18639,39.582,89.62200000000001,7.098,503.0,76291.0,1988.0
2011-04-27,24.0,6866,24.0,0.0,0.0,39.644,14.832,66.81039,39.644,90.62899999999999,7.095,1100.0,163430.0,3868.0
2011-04-28,24.0,6879,24.0,0.0,0.0,39.929,15.3,67.219,39.929,90.384,7.382999999999999,1096.0,164200.0,3869.0
2011-04-29,15.68,4010,16.34,0.0,0.0,40.931999999999995,15.01,45.712920000000004,40.931999999999995,88.26899999999999,8.481,684.0,94776.0,2247.0
2011-04-30,15.16,1698,15.17,0.0,0.0,45.0715,9.3535,42.661195,45.0715,69.0755,6.445,558.0,80025.5,2033.0
2011-05-01,24.0,4088,14.0,0.0,0.0,49.211000000000006,3.697,39.60947,49.211000000000006,49.882,4.409,432.0,65275.0,1819.0
2011-05-02,24.0,5834,24.0,0.0,0.0,37.544000000000004,13.737,80.59201,37.544000000000004,88.932,6.837999999999999,1088.0,160977.0,3989.0
2011-05-03,24.0,4181,24.0,0.0,0.0,35.696,15.460999999999999,99.80074,35.696,88.98200000000001,6.1,1248.0,201295.0,5017.0
2011-05-04,24.0,2530,24.0,0.0,0.0,35.909,15.754000000000001,99.94769000000001,35.909,88.55799999999999,6.301,1161.0,187188.0,4548.0
2011-05-05,24.0,2620,24.0,0.0,0.0,36.082,15.565,100.0,36.082,88.884,6.187,1377.0,208348.0,3653.0
2011-05-06,24.0,4471,24.0,0.0,0.0,35.531,15.663,100.0,35.531,90.42,6.11,1192.0,180246.0,3864.0
2011-05-07,24.0,4833,24.0,0.0,0.0,35.138000000000005,15.620999999999999,100.0,35.138000000000005,90.785,6.111000000000001,1028.0,161983.0,4370.0
2011-05-08,24.0,5683,24.0,0.0,0.0,35.163000000000004,15.292,100.0,35.163000000000004,90.346,6.135,1014.0,160778.0,4399.0
2011-05-09,24.0,5701,24.0,0.0,0.0,35.484,14.847000000000001,100.0,35.484,88.899,6.2989999999999995,992.0,157726.0,4439.0
2011-05-10,24.0,5476,24.0,0.0,0.0,35.814,14.725,100.0,35.814,90.2,5.69,971.0,154295.0,4469.0
2011-05-11,24.0,5143,24.0,0.0,0.0,36.134,14.477,100.0,36.134,91.319,5.157,972.0,152821.0,4470.0
2011-05-12,24.0,5013,24.0,0.0,0.0,36.512,14.065999999999999,100.0,36.512,90.06700000000001,5.56,1028.0,161812.0,4465.0
2011-05-13,24.0,5000,24.0,0.0,0.0,35.953,13.713,100.0,35.953,89.274,6.046,1028.0,162217.0,4521.0
2011-05-14,19.5,3916,16.76,0.0,0.0,35.749,13.469000000000001,73.70813000000001,35.749,89.303,6.751,683.0,107594.0,3495.0
2011-05-15,23.58,5933,24.0,0.0,0.0,39.398,11.755999999999998,100.0,39.398,88.255,10.408,798.0,129668.0,6392.0
2011-05-16,24.0,5922,24.0,0.0,0.0,34.856,13.376,99.80149,34.856,89.742,5.74,950.0,122562.0,6109.0
2011-05-17,24.0,4818,24.0,0.0,0.0,34.53,13.413,99.84113,34.53,91.56700000000001,5.523,958.0,150413.0,4658.0
2011-05-18,24.0,4852,24.0,0.0,0.0,34.692,12.991,99.98683,34.692,91.22200000000001,5.657,972.0,153410.0,4500.0
2011-05-19,24.0,4899,24.0,0.0,0.0,34.699,12.652999999999999,100.0,34.699,91.309,5.666,949.0,150169.0,4616.0
2011-05-20,24.0,4908,24.0,0.0,0.0,34.757,12.267999999999999,100.0,34.757,91.13,5.72,944.0,149617.0,4631.0
2011-05-21,24.0,5369,24.0,0.0,0.0,34.708,12.013,100.0,34.708,91.414,5.667999999999999,944.0,149118.0,4642.0
2011-05-22,24.0,5152,24.0,0.0,0.0,34.846,11.674000000000001,100.0,34.846,90.726,5.747999999999999,937.0,148382.0,4658.0
2011-05-23,24.0,5004,24.0,0.0,0.0,34.878,11.318,100.0,34.878,90.145,5.812,929.0,146854.0,4658.0
2011-05-24,24.0,5006,24.0,0.0,0.0,34.783,10.997,100.0,34.783,90.819,5.732,919.0,146592.0,4657.0
2011-05-25,24.0,5128,24.0,0.0,0.0,34.965,10.693,100.0,34.965,89.27,5.922999999999999,926.0,146711.0,4586.0
2011-05-26,24.0,5050,24.0,0.0,0.0,34.786,10.569,100.0,34.786,90.79700000000001,5.716,921.0,145886.0,4590.0
2011-05-27,24.0,4980,24.0,0.0,0.0,34.957,10.259,100.0,34.957,89.575,5.821000000000001,924.0,145630.0,4592.0
2011-05-28,24.0,4945,24.0,0.0,0.0,34.817,10.144,100.0,34.817,90.82799999999999,5.678999999999999,919.0,144826.0,4597.0
2011-05-29,24.0,4959,24.0,0.0,0.0,34.672,9.935,100.0,34.672,91.26899999999999,5.54,916.0,144299.0,4594.0
2011-05-30,24.0,5039,24.0,0.0,0.0,34.604,10.587,100.0,34.604,91.51899999999999,5.473,914.0,143974.0,4607.0
2011-05-31,24.0,4876,24.0,0.0,0.0,34.821,12.475,100.0,34.821,90.954,5.707000000000001,912.0,143583.0,4537.0
2011-06-01,24.0,4996,24.0,0.0,0.0,34.868,12.082,100.0,34.868,90.096,5.739,909.0,143314.0,4614.0
2011-06-02,24.0,5007,24.0,0.0,0.0,34.686,11.886,100.0,34.686,91.23299999999999,5.561,907.0,142891.0,4611.0
2011-06-03,24.0,5046,24.0,0.0,0.0,34.623000000000005,11.75,100.0,34.623000000000005,91.624,5.505,904.0,142552.0,4615.0
2011-06-04,24.0,5208,24.0,0.0,0.0,35.018,11.44,100.0,35.018,91.149,5.409,897.0,141549.0,4598.0
2011-06-05,24.0,5142,24.0,0.0,0.0,34.777,11.32,100.0,34.777,91.37899999999999,5.587000000000001,896.0,142101.0,4613.0
2011-06-06,24.0,5102,24.0,0.0,0.0,34.966,10.929,100.0,34.966,89.137,5.875,892.0,142458.0,4615.0
2011-06-07,24.0,5137,24.0,0.0,0.0,34.89,10.892000000000001,100.0,34.89,90.564,5.787000000000001,887.0,141508.0,4617.0
2011-06-08,24.0,5164,24.0,0.0,0.0,34.652,10.811,100.0,34.652,91.21600000000001,5.539,882.0,140565.0,4617.0
2011-06-09,24.0,5335,24.0,0.0,0.0,34.889,10.664000000000001,100.0,34.889,90.588,5.785,877.0,140225.0,4618.0
2011-06-10,24.0,5421,24.0,0.0,0.0,34.784,10.469000000000001,100.0,34.784,90.133,5.657,877.0,139829.0,4634.0
2011-06-11,24.0,5373,24.0,0.0,0.0,34.779,10.4,100.0,34.779,90.215,5.659,873.0,139268.0,4644.0
2011-06-12,24.0,5199,24.0,0.0,0.0,34.885,10.262,99.9876,34.885,88.912,5.772,872.0,138986.0,4640.0
2011-06-13,24.0,5141,24.0,0.0,0.0,34.455,10.267000000000001,99.86995,34.455,90.95,5.4479999999999995,871.0,138850.0,4645.0
2011-06-14,24.0,5145,24.0,0.0,0.0,34.477,10.297,100.0,34.477,91.68299999999999,5.377000000000001,866.0,138591.0,4654.0
2011-06-15,24.0,5139,24.0,0.0,0.0,34.469,10.285,100.0,34.469,91.675,5.369,866.0,138254.0,4657.0
2011-06-16,21.58,4323,22.0,0.0,0.0,34.412,10.225,83.38775,34.412,91.757,5.716,736.0,123081.0,4168.0
2011-06-17,24.0,4463,24.0,0.0,0.0,34.304,10.23,99.77785,34.304,90.87899999999999,5.489,855.0,133617.0,4688.0
2011-06-18,22.58,4402,23.42,0.0,0.0,36.62,9.634,90.45071999999999,36.62,87.853,7.731,760.0,123047.0,4329.0
2011-06-19,24.0,5272,24.0,0.0,0.0,34.422,10.138,99.85289,34.422,90.385,5.582000000000001,842.0,133613.0,4578.0
2011-06-20,24.0,5140,24.0,0.0,0.0,34.41,10.245,99.96306,34.41,91.199,5.5360000000000005,850.0,135204.0,4609.0
2011-06-21,24.0,5144,24.0,0.0,0.0,34.379,10.19,97.91464,34.379,91.57,5.51,850.0,135723.0,4610.0
2011-06-22,24.0,3877,24.0,0.0,0.0,34.64,10.073,100.0,34.64,90.162,5.78,855.0,136901.0,4628.0
2011-06-23,24.0,4913,24.0,0.0,0.0,34.638000000000005,14.298,100.0,34.638000000000005,90.56299999999999,5.782,856.0,136492.0,4525.0
2011-06-24,24.0,4816,24.0,0.0,0.0,34.596,14.936,100.0,34.596,90.949,5.747000000000001,855.0,136145.0,4533.0
2011-06-25,24.0,4865,24.0,0.0,0.0,34.46,14.977,100.0,34.46,91.823,5.614,855.0,136205.0,4544.0
2011-06-26,24.0,4890,24.0,0.0,0.0,34.804,14.86,99.84342,34.804,91.939,5.401,806.0,130225.0,4466.0
2011-06-27,23.38,4484,24.0,0.0,0.0,36.052,14.707,90.30597,36.052,91.964,5.362,968.0,159209.0,4853.0
2011-06-28,19.54,3560,23.0,0.0,0.0,36.492,14.559000000000001,87.2933,36.492,91.626,5.626,807.0,132681.0,4377.0
2011-06-29,24.0,3539,24.0,0.0,0.0,36.457,14.495999999999999,89.16941,36.457,91.98,5.428999999999999,855.0,140737.0,4743.0
2011-06-30,24.0,3647,24.0,0.0,0.0,35.861999999999995,14.446,92.28501999999999,35.861999999999995,92.15299999999999,5.4670000000000005,938.0,150586.0,4568.0
2011-07-01,24.0,4911,24.0,0.0,0.0,34.514,14.265999999999998,100.0,34.514,91.92399999999999,5.6370000000000005,880.0,140547.0,4662.0
2011-07-02,24.0,4087,24.0,0.0,0.0,34.493,13.997,99.94436999999999,34.493,91.704,5.614,871.0,139701.0,4600.0
2011-07-03,24.0,5145,24.0,0.0,0.0,34.466,13.802,100.0,34.466,91.632,5.591,845.0,135635.0,4577.0
2011-07-04,24.0,5171,24.0,0.0,0.0,34.499,13.585,100.0,34.499,91.307,5.627000000000001,839.0,134650.0,4575.0
2011-07-05,24.0,5121,24.0,0.0,0.0,34.457,13.44,100.0,34.457,91.415,5.582000000000001,834.0,133948.0,4571.0
2011-07-06,24.0,5127,24.0,0.0,0.0,34.427,13.325,100.0,34.427,91.37700000000001,5.541,829.0,132829.0,4547.0
2011-07-07,24.0,5164,24.0,0.0,0.0,34.55,13.195,100.0,34.55,91.081,5.678,837.0,133346.0,4569.0
2011-07-08,24.0,5095,24.0,0.0,0.0,34.595,13.132,100.0,34.595,91.51899999999999,5.454,834.0,131821.0,4606.0
2011-07-09,24.0,5092,24.0,0.0,0.0,34.545,12.972999999999999,100.0,34.545,90.78399999999999,5.678,833.0,132026.0,4651.0
2011-07-10,24.0,5205,24.0,0.0,0.0,34.36,12.940999999999999,100.0,34.36,91.588,5.4879999999999995,830.0,131557.0,4654.0
2011-07-11,24.0,4988,24.0,0.0,0.0,34.37,12.89,100.0,34.37,91.564,5.492000000000001,827.0,130884.0,4663.0
2011-07-12,24.0,5090,24.0,0.0,0.0,34.71,12.738,100.0,34.71,90.516,5.843999999999999,820.0,130404.0,4676.0
2011-07-13,24.0,4988,24.0,0.0,0.0,34.619,12.68,100.0,34.619,91.01700000000001,5.732,818.0,129822.0,4676.0
2011-07-14,24.0,4993,24.0,0.0,0.0,34.527,12.636,100.0,34.527,91.344,5.627999999999999,831.0,132070.0,4660.0
2011-07-15,24.0,4891,24.0,0.0,0.0,34.278,12.615,100.0,34.278,91.863,5.379,831.0,131906.0,4681.0
2011-07-16,24.0,4860,24.0,0.0,0.0,34.301,12.491,100.0,34.301,91.756,5.412999999999999,826.0,131310.0,4678.0
2011-07-17,24.0,4889,24.0,0.0,0.0,34.43,12.429,100.0,34.43,91.5,5.557,836.0,132948.0,4652.0
2011-07-18,24.0,4868,24.0,0.0,0.0,34.312,12.349,100.0,34.312,91.65799999999999,5.438,832.0,132367.0,4650.0
2011-07-19,24.0,4851,24.0,0.0,0.0,34.351,12.284,100.0,34.351,91.473,5.484,827.0,131803.0,4653.0
2011-07-20,24.0,4856,24.0,0.0,0.0,34.35,12.26,100.0,34.35,91.505,5.485,825.0,131303.0,4662.0
2011-07-21,24.0,4875,24.0,0.0,0.0,34.672,12.107000000000001,100.0,34.672,90.10600000000001,5.817,822.0,130818.0,4658.0
2011-07-22,24.0,5165,24.0,0.0,0.0,34.506,12.115,100.0,34.506,91.131,5.638,812.0,131860.0,4672.0
2011-07-23,24.0,4527,24.0,0.0,0.0,34.628,11.99,100.0,34.628,90.186,5.766,811.0,131560.0,4718.0
2011-07-24,24.0,5291,24.0,0.0,0.0,34.777,11.890999999999998,100.0,34.777,89.49700000000001,5.922999999999999,809.0,131576.0,4675.0
2011-07-25,24.0,3700,24.0,0.0,0.0,34.571999999999996,11.9,100.0,34.571999999999996,90.51299999999999,5.71,821.0,132625.0,4752.0
2011-07-26,24.0,5332,24.0,0.0,0.0,34.528,11.919,100.0,34.528,90.98700000000001,5.665,821.0,132650.0,4707.0
2011-07-27,24.0,5418,24.0,0.0,0.0,34.507,11.883,100.0,34.507,90.48299999999999,5.64,816.0,131897.0,4723.0
2011-07-28,24.0,5390,24.0,0.0,0.0,34.431,11.899000000000001,100.0,34.431,91.26899999999999,5.559,814.0,131577.0,4726.0
2011-07-29,24.0,4060,24.0,0.0,0.0,34.469,11.859000000000002,100.0,34.469,91.005,5.602,814.0,131388.0,4774.0
2011-07-30,24.0,5242,24.0,0.0,0.0,34.348,11.775,100.0,34.348,91.229,5.476,811.0,131334.0,4715.0
2011-07-31,24.0,5083,24.0,0.0,0.0,34.195,11.786,100.0,34.195,91.714,5.3260000000000005,806.0,130857.0,4731.0
2011-08-01,24.0,4069,14.29,0.0,0.0,34.318000000000005,11.689,61.469280000000005,34.318000000000005,91.04899999999999,6.176,414.0,69288.0,2724.0
2011-08-02,24.0,3985,24.0,0.0,0.0,33.116,11.625,98.32028000000001,33.116,91.227,4.196000000000001,707.0,116290.0,4631.0
2011-08-03,24.0,5149,24.0,0.0,0.0,33.535,11.873,97.73337,33.535,91.147,4.593,739.0,122088.0,4657.0
2011-08-04,24.0,5045,24.0,0.0,0.0,33.49,11.94,99.91721,33.49,91.516,4.527,752.0,121674.0,4691.0
2011-08-05,24.0,4952,24.0,0.0,0.0,33.605,11.950999999999999,100.0,33.605,91.586,4.6160000000000005,755.0,122667.0,4743.0
2011-08-06,24.0,4480,24.0,0.0,0.0,33.671,11.97,100.0,33.671,91.699,4.662,751.0,121609.0,4619.0
2011-08-07,24.0,3796,24.0,0.0,0.0,33.731,11.857999999999999,100.0,33.731,91.46,4.935,756.0,122248.0,4603.0
2011-08-08,24.0,4491,24.0,0.0,0.0,33.82,11.707,100.0,33.82,91.031,4.805,758.0,123646.0,4603.0
2011-08-09,24.0,5369,24.0,0.0,0.0,33.83,11.742,100.0,33.83,91.1,4.821000000000001,760.0,122522.0,4592.0
2011-08-10,24.0,5378,24.0,0.0,0.0,33.966,11.78,100.0,33.966,91.046,4.9639999999999995,716.0,115560.0,4526.0
2011-08-11,24.0,3880,24.0,0.0,0.0,34.235,11.6,100.0,34.235,89.594,5.237,722.0,116729.0,4578.0
2011-08-12,24.0,5514,24.0,0.0,0.0,33.846,11.700999999999999,100.0,33.846,91.366,4.79,722.0,116371.0,4609.0
2011-08-13,24.0,4461,24.0,0.0,0.0,33.961999999999996,11.644,100.0,33.961999999999996,90.94200000000001,4.89,720.0,116322.0,4587.0
2011-08-14,24.0,3465,24.0,0.0,0.0,33.830999999999996,11.568,100.0,33.830999999999996,91.208,4.761,719.0,116174.0,4521.0
2011-08-15,21.13,4560,24.0,0.0,0.0,33.923,11.571,100.0,33.923,91.16799999999999,4.774,728.0,117694.0,4597.0
2011-08-16,20.88,4648,24.0,0.0,0.0,34.232,11.491,100.0,34.232,88.824,5.176,728.0,117522.0,4589.0
2011-08-17,24.0,5230,24.0,0.0,0.0,34.175,11.399000000000001,100.0,34.175,88.921,5.0969999999999995,728.0,117475.0,4572.0
2011-08-18,24.0,5612,24.0,0.0,0.0,33.819,11.589,100.0,33.819,91.46,4.74,726.0,117206.0,4544.0
2011-08-19,24.0,5666,24.0,0.0,0.0,33.945,11.499,100.0,33.945,91.139,4.869,724.0,117383.0,4556.0
2011-08-20,24.0,5688,24.0,0.0,0.0,33.927,11.509,100.0,33.927,91.323,4.8469999999999995,726.0,117383.0,4562.0
2011-08-21,24.0,5057,24.0,0.0,0.0,33.900999999999996,11.591,100.0,33.900999999999996,91.63600000000001,4.813,726.0,117450.0,4911.0
2011-08-22,24.0,4304,24.0,0.0,0.0,33.923,11.517999999999999,100.0,33.923,91.565,4.838,727.0,117676.0,5218.0
2011-08-23,24.0,4381,24.0,0.0,0.0,34.047,11.482999999999999,100.0,34.047,91.494,4.9719999999999995,746.0,120715.0,4360.0
2011-08-24,24.0,5228,24.0,0.0,0.0,33.95,11.481,100.0,33.95,91.709,4.872,746.0,120324.0,4459.0
2011-08-25,19.08,3850,17.69,0.0,0.0,35.036,11.001,76.29265,35.036,90.318,6.545,466.0,78236.0,3237.0
2011-08-26,24.0,5230,24.0,0.0,0.0,33.677,11.117,99.84263,33.677,90.695,4.857,692.0,113395.0,4434.0
2011-08-27,24.0,4280,24.0,0.0,0.0,33.876,11.509,99.9664,33.876,91.20100000000001,5.109,711.0,116500.0,4375.0
2011-08-28,24.0,4267,24.0,0.0,0.0,33.912,11.513,100.0,33.912,91.95700000000001,5.121,716.0,116173.0,4304.0
2011-08-29,24.0,5379,24.0,0.0,0.0,33.693000000000005,11.509,100.0,33.693000000000005,92.242,4.8660000000000005,723.0,117062.0,4438.0
2011-08-30,24.0,5259,24.0,0.0,0.0,33.729,11.58,100.0,33.729,92.459,4.887,730.0,117959.0,4475.0
2011-08-31,24.0,5200,24.0,0.0,0.0,33.765,11.466,100.0,33.765,92.235,4.922,736.0,118570.0,4482.0
2011-09-01,24.0,3579,24.0,0.0,0.0,33.85,11.33,100.0,33.85,91.9,5.004,739.0,118950.0,4467.0
2011-09-02,24.0,5456,24.0,0.0,0.0,33.865,11.300999999999998,100.0,33.865,91.917,5.018,735.0,118867.0,4471.0
2011-09-03,24.0,5423,24.0,0.0,0.0,33.871,11.314,100.0,33.871,92.009,5.022,735.0,118897.0,4482.0
2011-09-04,24.0,4085,24.0,0.0,0.0,33.946999999999996,11.224,100.0,33.946999999999996,91.682,5.101,735.0,119127.0,4494.0
2011-09-05,24.0,4584,24.0,0.0,0.0,33.945,11.173,100.0,33.945,91.714,5.098,734.0,119118.0,4465.0
2011-09-06,24.0,5403,24.0,0.0,0.0,33.913000000000004,11.099,100.0,33.913000000000004,91.695,5.071000000000001,730.0,118569.0,4469.0
2011-09-07,24.0,5381,24.0,0.0,0.0,33.93,11.064,100.0,33.93,91.63600000000001,5.084,729.0,118559.0,4483.0
2011-09-08,24.0,5100,24.0,0.0,0.0,33.992,11.173,100.0,33.992,91.89,5.034,727.0,118012.0,4499.0
2011-09-09,24.0,3940,24.0,0.0,0.0,34.354,11.11,100.0,34.354,90.68,5.513999999999999,730.0,118550.0,4501.0
2011-09-10,24.0,5178,24.0,0.0,0.0,34.428000000000004,10.97,100.0,34.428000000000004,89.915,5.599,746.0,120888.0,4530.0
2011-09-11,24.0,5447,24.0,0.0,0.0,34.224000000000004,10.934000000000001,100.0,34.224000000000004,89.992,5.386,744.0,120490.0,4538.0
2011-09-12,24.0,5488,24.0,0.0,0.0,34.071,11.054,100.0,34.071,91.404,5.221,743.0,120841.0,4552.0
2011-09-13,24.0,4434,24.0,0.0,0.0,33.937,11.119000000000002,100.0,33.937,92.06200000000001,5.065,746.0,120834.0,4600.0
2011-09-14,24.0,4266,24.0,0.0,0.0,34.01,11.057,100.0,34.01,91.964,5.038,736.0,119576.0,4582.0
2011-09-15,24.0,5385,24.0,0.0,0.0,33.951,10.984000000000002,100.0,33.951,91.791,5.093999999999999,742.0,120569.0,4600.0
2011-09-16,22.67,4970,23.33,0.0,0.0,35.692,10.479000000000001,100.0,35.692,89.79299999999999,6.855,632.0,104149.0,4150.0
2011-09-17,24.0,5533,24.0,0.0,0.0,33.552,11.079,99.97910999999999,33.552,92.06700000000001,4.6930000000000005,715.0,115955.0,4582.0
2011-09-18,24.0,4452,24.0,0.0,0.0,33.865,11.139000000000001,100.0,33.865,91.693,4.996,724.0,117529.0,4617.0
2011-09-19,24.0,3516,24.0,0.0,0.0,33.811,11.095,100.0,33.811,92.147,4.917,730.0,118652.0,4606.0
2011-09-20,24.0,5487,24.0,0.0,0.0,33.759,11.092,100.0,33.759,92.38600000000001,4.863,732.0,118545.0,4581.0
2011-09-21,24.0,5585,24.0,0.0,0.0,33.785,11.136,100.0,33.785,92.432,4.895,731.0,118345.0,4596.0
2011-09-22,24.0,5515,24.0,0.0,0.0,33.989000000000004,11.125,100.0,33.989000000000004,92.178,5.1080000000000005,732.0,118736.0,4608.0
2011-09-23,15.5,3241,16.0,0.0,0.0,48.992,7.76,56.59741999999999,48.992,78.048,7.775,376.0,61340.0,2894.0
2011-09-24,24.0,4920,24.0,0.0,0.0,32.851,10.540999999999999,99.71172,32.851,90.976,3.8760000000000003,640.0,104777.0,4839.0
2011-09-25,24.0,4311,24.0,0.0,0.0,33.431999999999995,10.929,100.0,33.431999999999995,90.34,4.426,672.0,109055.0,4556.0
2011-09-26,24.0,4273,24.0,0.0,0.0,33.577,10.954,100.0,33.577,90.54700000000001,4.552,685.0,111537.0,4553.0
2011-09-27,24.0,4176,24.0,0.0,0.0,33.580999999999996,10.985,100.0,33.580999999999996,90.529,4.534,690.0,112212.0,4492.0
